cell,drug1_db,drug2_db,synergy
MIA-PaCa-2,Ruxolitinib,MK-1775,0
MIA-PaCa-2,LGK974,5-Fluorouracil,0
OCUB-M,AZD7762,ZM447439,0
UACC-893,AZD7762,Gemcitabine,0
MRK-nu-1,Axitinib,MK-1775,0
HCC1954,Temozolomide,Vorinostat,0
SNU-C1,AZD8055,5-Fluorouracil,0
MFM-223,AZD7762,Docetaxel,0
HuP-T3,Cisplatin,Trametinib,0
NCI-H508,AZD8055,Trametinib,0
SW837,AZD7762,5-Fluorouracil,1
HCC1954,MK-1775,GSK269962A,0
KP-3,Ruxolitinib,Irinotecan,0
KP-4,Gemcitabine,Crizotinib,0
ZR-75-1,Palbociclib,Camptothecin,0
DU-4475,5-Fluorouracil,Navitoclax,1
LS-411N,LGK974,Sapitinib,0
Hs-766T,Irinotecan,Oxaliplatin,0
DAN-G,MK-2206,Ruxolitinib,0
SNU-C5,Linsitinib,Crizotinib,0
SNU-C1,5-Fluorouracil,AZD4547,0
SNU-C1,Olaparib,Palbociclib,0
HuP-T3,SCH772984,AZD7762,0
EFM-19,Taselisib,Sorafenib,0
SNU-175,Crizotinib,MK-1775,0
KP-1N,5-Fluorouracil,Navitoclax,0
SW1990,5-Fluorouracil,Oxaliplatin,0
COLO-824,MK-1775,Temozolomide,0
AsPC-1,Paclitaxel,Olaparib,0
CCK-81,BMS-754807,SB216763,0
EFM-19,5-Fluorouracil,Gemcitabine,0
MDA-MB-415,MK-2206,Dabrafenib,0
HCC1500,Docetaxel,RO-3306,0
Hs-578-T,Cisplatin,KU-55933,0
AU565,Vorinostat,ZM447439,0
HCC1569,Trametinib,Docetaxel,0
SW948,Taselisib,Olaparib,0
BT-483,Gemcitabine,RO-3306,0
COLO-824,Navitoclax,Sorafenib,1
NCI-H716,LGK974,Linsitinib,0
UACC-893,Taselisib,ZM447439,0
JIMT-1,PD173074,Vorinostat,0
MDA-MB-453,PD173074,BI-2536,0
CAMA-1,Axitinib,Doramapimod,0
HCC1500,Gemcitabine,ZM447439,0
BT-474,Linsitinib,Crizotinib,0
EFM-19,Olaparib,Entinostat,0
HT55,LGK974,Linsitinib,0
LoVo,MK-2206,MK-1775,0
Hs-578-T,PD173074,BI-2536,0
DiFi,Oxaliplatin,SCH772984,0
SW1463,LGK974,Trametinib,0
HCC1428,OSI-027,5-Fluorouracil,0
KP-1N,Paclitaxel,Olaparib,0
HCC1569,AZD7762,5-Fluorouracil,0
DAN-G,5-Fluorouracil,Erlotinib,0
SU8686,Linsitinib,5-Fluorouracil,0
MRK-nu-1,Axitinib,AZD6482,1
DU-4475,Linsitinib,Taselisib,0
HCC1428,Temozolomide,SB216763,0
MZ1-PC,MK-2206,Ruxolitinib,0
NCI-H716,Vinorelbine,LGK974,0
JIMT-1,Pictilisib,ZM447439,0
HCC38,MK-2206,Entinostat,0
MDA-MB-468,PD173074,SCH772984,0
T47D,Axitinib,AZD6482,0
HCC1806,Crizotinib,Linsitinib,0
MDA-MB-330,Vorinostat,Taselisib,0
HCC1500,Vorinostat,AZD7762,0
PANC-10-05,Sorafenib,OSI-027,0
PANC-02-03,LGK974,Cisplatin,0
EVSA-T,Luminespib,Alisertib,1
T47D,Linsitinib,5-Fluorouracil,0
LS-411N,BMS-754807,AZD4547,0
OCUB-M,MK-1775,Venetoclax,0
HCC1569,Cisplatin,Paclitaxel,0
MDA-MB-415,Bortezomib,Crizotinib,0
CW-2,AZD7762,Oxaliplatin,0
PSN1,Trametinib,SCH772984,0
UACC-893,Axitinib,AZD6482,0
LoVo,Sapitinib,Palbociclib,0
MDA-MB-415,OSI-027,JQ1,0
MDA-MB-175-VII,Axitinib,Luminespib,0
KM12,Crizotinib,5-Fluorouracil,0
MDST8,LGK974,Linsitinib,0
HCC1806,PD173074,RO-3306,0
HCC2218,Cisplatin,Bortezomib,0
PANC-10-05,Ruxolitinib,Taselisib,0
HCC1419,Axitinib,Olaparib,0
EFM-19,Pictilisib,Axitinib,0
EFM-19,Lapatinib,Entinostat,0
SUIT-2,Dactolisib,Gemcitabine,0
PA-TU-8902,Linsitinib,Gemcitabine,0
EVSA-T,Bortezomib,SB216763,0
MDA-MB-415,Sapitinib,Axitinib,0
HCC1937,Docetaxel,Alisertib,0
MDA-MB-361,Trametinib,Alisertib,0
BT-474,Luminespib,Docetaxel,0
T47D,MK-1775,JQ1,0
LS-411N,MK-2206,Afatinib,0
PL4,Oxaliplatin,Sorafenib,0
MFM-223,Gemcitabine,PD173074,0
EFM-19,5-Fluorouracil,Linsitinib,0
CAL-120,AZD7762,Vorinostat,0
KP-4,Crizotinib,MK-2206,0
SW48,5-Fluorouracil,BMS-754807,0
DAN-G,Taselisib,Olaparib,0
HCC1419,Bortezomib,Trametinib,0
SNU-C1,Navitoclax,MK-2206,0
SW48,Trametinib,5-Fluorouracil,0
CAL-51,Temozolomide,JQ1,0
T84,Afatinib,Trametinib,0
CCK-81,Afatinib,BMS-754807,1
MDA-MB-175-VII,Palbociclib,KU-55933,0
Hs-578-T,Linsitinib,Palbociclib,0
HCC1500,OSI-027,JQ1,0
SW1990,AZD7762,Lapatinib,0
COLO-205,Navitoclax,SB505124,0
HCC1500,Taselisib,Docetaxel,0
MDA-MB-436,Lapatinib,Palbociclib,0
DAN-G,Ruxolitinib,SCH772984,1
SNU-C1,5-Fluorouracil,Trametinib,0
SW1417,SB505124,Camptothecin,0
MFM-223,Luminespib,Camptothecin,0
YAPC,Crizotinib,OSI-027,0
HCC2218,Axitinib,RO-3306,0
ZR-75-30,Pictilisib,Sapitinib,0
CAPAN-1,LGK974,Paclitaxel,0
DAN-G,Galunisertib,Dactolisib,0
HCC202,MK-1775,Palbociclib,0
BxPC-3,AZD7762,Erlotinib,0
MDA-MB-436,Olaparib,Alisertib,0
EFM-19,Palbociclib,Lapatinib,0
HCC1599,Linsitinib,Uprosertib,0
MDA-MB-468,MK-2206,AZD7762,0
MDST8,AZD4547,Navitoclax,0
UACC-893,Cisplatin,Tozasertib,0
SNU-175,SCH772984,Trametinib,0
MDA-MB-436,Palbociclib,Alisertib,0
BT-549,Linsitinib,AZD6482,0
JIMT-1,Linsitinib,MK-1775,0
SNU-81,LGK974,AZD7762,0
HCC1806,Navitoclax,RO-3306,1
HDQ-P1,OSI-027,Vorinostat,0
HCT-116,Olaparib,Sapitinib,0
EFM-192A,Olaparib,AZD8055,0
COLO-824,Bortezomib,Luminespib,0
AsPC-1,Trametinib,Palbociclib,0
BxPC-3,MK-1775,Olaparib,0
COLO-678,LGK974,MK-1775,0
SNU-407,Crizotinib,MK-1775,0
SW948,Trametinib,BMS-754807,0
HCC1500,Axitinib,Navitoclax,0
CAL-51,Cisplatin,Pictilisib,0
ZR-75-30,Cisplatin,Lapatinib,0
SNU-C1,LGK974,Dabrafenib,0
MDA-MB-436,Sapitinib,Docetaxel,0
UACC-893,Linsitinib,Bortezomib,0
MDA-MB-436,Bortezomib,Entinostat,0
HCC2157,PD173074,Sapitinib,0
SNU-C1,Afatinib,BMS-754807,0
ZR-75-30,Luminespib,Trametinib,0
HCC1569,Axitinib,Taselisib,0
T47D,MK-2206,AZD6482,0
BT-483,Docetaxel,Temozolomide,0
UACC-893,Pictilisib,MK-2206,0
MDA-MB-436,MK-1775,JQ1,0
CaR-1,Dabrafenib,Afatinib,0
AsPC-1,Trametinib,Cisplatin,0
CAPAN-1,Galunisertib,Crizotinib,0
HCC1187,Sapitinib,Doramapimod,0
RKO,Oxaliplatin,MK-1775,0
UACC-812,Axitinib,PD173074,0
HCC1806,Temozolomide,Nilotinib,0
COLO-824,AZD7762,BI-2536,0
T47D,Lapatinib,Cisplatin,0
ZR-75-1,Sapitinib,Axitinib,0
ZR-75-30,5-Fluorouracil,Sapitinib,0
HCC1419,Docetaxel,ZM447439,0
EFM-192A,PD173074,Entinostat,0
SW948,AZD8055,Dabrafenib,0
YAPC,Lapatinib,5-Fluorouracil,0
KP-4,Dactolisib,Paclitaxel,0
HuP-T4,Navitoclax,Gemcitabine,0
MRK-nu-1,Cisplatin,Tozasertib,0
COLO-320-HSR,Olaparib,BMS-754807,0
SNU-C1,BMS-754807,Trametinib,0
SUIT-2,Irinotecan,5-Fluorouracil,0
CAL-120,AZD7762,Docetaxel,0
MDA-MB-415,AZD7762,Olaparib,0
JIMT-1,Cisplatin,Trametinib,0
MCF7,Temozolomide,Alpelisib,0
SW1417,Afatinib,Dabrafenib,1
MCF7,Axitinib,Navitoclax,1
NCI-H716,MK-2206,LGK974,0
CCK-81,BMS-754807,Oxaliplatin,0
LS-123,MK-1775,LGK974,0
PL4,Erlotinib,OSI-027,0
PA-TU-8902,MK-1775,Ruxolitinib,0
KP-4,LGK974,Irinotecan,0
CL-11,SB505124,BMS-754807,0
COLO-320-HSR,Trametinib,SCH772984,0
HCC70,MK-1775,Palbociclib,0
BT-483,Olaparib,Crizotinib,0
PSN1,OSI-027,AZD7762,0
HuP-T4,Irinotecan,Trametinib,1
LS-513,Vinorelbine,Camptothecin,0
SW837,AZD7762,Oxaliplatin,0
CAL-148,Lapatinib,NU7441,0
CAL-148,Axitinib,Cisplatin,0
HCC1143,Navitoclax,Crizotinib,0
KP-2,Navitoclax,Taselisib,1
PANC-02-03,Trametinib,Cisplatin,0
CAL-85-1,Sapitinib,RO-3306,0
SK-CO-1,Trametinib,SB216763,0
PANC-04-03,Sorafenib,OSI-027,0
CW-2,SCH772984,Oxaliplatin,0
DAN-G,Ruxolitinib,Cisplatin,1
HCC1500,Sapitinib,Luminespib,0
HCC1806,Cisplatin,PD173074,0
HCC1599,Vorinostat,Ribociclib,0
Hs-578-T,Crizotinib,ZM447439,0
HCC2998,Crizotinib,Olaparib,0
JIMT-1,AZD7762,BI-2536,0
SW1990,AZD7762,Oxaliplatin,0
UACC-812,Cisplatin,Luminespib,0
KP-1N,Linsitinib,Paclitaxel,0
HPAC,Navitoclax,Oxaliplatin,0
EFM-192A,MK-1775,Pictilisib,0
CaR-1,SCH772984,Linsitinib,0
CL-11,Navitoclax,MK-1775,0
Hs-766T,Taselisib,Olaparib,0
NCI-H716,Crizotinib,SCH772984,0
OCUB-M,Trametinib,Venetoclax,0
BT-20,Gemcitabine,MK-2206,0
SNU-C5,Afatinib,Trametinib,0
HCC1419,Gemcitabine,SCH772984,0
HuP-T4,Sorafenib,Cisplatin,0
DAN-G,Ruxolitinib,Paclitaxel,0
BT-474,Axitinib,Doramapimod,0
OCUB-M,Luminespib,Taselisib,0
HDQ-P1,MK-2206,MK-1775,0
HCC1395,Crizotinib,SCH772984,0
CAL-120,Linsitinib,Temozolomide,0
MDA-MB-330,Docetaxel,Taselisib,0
MDA-MB-231,Luminespib,Temozolomide,0
MDA-MB-231,Cisplatin,Bortezomib,0
EFM-192A,Olaparib,Bortezomib,0
HCC2157,Navitoclax,Tozasertib,0
MDA-MB-468,Bortezomib,GSK269962A,0
AsPC-1,SCH772984,Lapatinib,0
EFM-19,Taselisib,Alisertib,0
HDQ-P1,MK-1775,GSK269962A,0
NCI-H716,Navitoclax,Camptothecin,1
EVSA-T,MK-2206,Tozasertib,0
MDST8,Camptothecin,SB505124,0
MDA-MB-436,Linsitinib,OSI-027,0
HCC1599,Axitinib,SCH772984,0
HCC38,Navitoclax,ZM447439,1
AU565,Pictilisib,Tozasertib,0
AU565,Luminespib,Cisplatin,0
SW837,SB216763,Camptothecin,0
OCUB-M,Navitoclax,Nilotinib,0
OCUB-M,Gemcitabine,SCH772984,0
MDA-MB-415,PD173074,Paclitaxel,0
HCC1419,Olaparib,Sapitinib,0
CW-2,MK-1775,Crizotinib,0
HCC2157,Linsitinib,Uprosertib,0
HCT-116,SB216763,Navitoclax,0
MCF7,Sapitinib,ZM447439,1
C2BBe1,Olaparib,Linsitinib,0
HCC2157,Sapitinib,AZD7762,0
LS-411N,Afatinib,Navitoclax,1
MDA-MB-468,Gemcitabine,Nilotinib,0
BT-549,Olaparib,GSK269962A,0
SW948,Linsitinib,MK-1775,0
SNU-1040,BMS-754807,Dabrafenib,0
SNU-C2B,Afatinib,5-Fluorouracil,0
HPAC,Olaparib,Lapatinib,0
PL4,Taselisib,Sorafenib,0
CAL-51,Linsitinib,5-Fluorouracil,0
SW1116,Dabrafenib,AZD7762,0
HCC1428,MK-2206,Palbociclib,0
ZR-75-1,Linsitinib,Sapitinib,0
CAMA-1,Crizotinib,Lapatinib,0
RCM-1,Trametinib,AZD4547,0
HCC1395,Trametinib,5-Fluorouracil,0
SW948,SCH772984,Crizotinib,0
KP-4,LGK974,SCH772984,0
MDA-MB-415,Trametinib,Olaparib,0
UACC-893,Crizotinib,Docetaxel,0
BT-20,Cisplatin,Tozasertib,0
HCC1937,Docetaxel,Axitinib,0
BT-474,Sapitinib,Luminespib,0
BT-20,Trametinib,OSI-027,1
HuP-T4,Trametinib,5-Fluorouracil,0
T47D,Taselisib,Tozasertib,0
PSN1,Dactolisib,Palbociclib,0
LS-180,Olaparib,5-Fluorouracil,0
HCT-15,Afatinib,Olaparib,0
T47D,Trametinib,Uprosertib,0
SNU-C2B,AZD8055,Crizotinib,0
EFM-19,Taselisib,Axitinib,0
HCT-15,Trametinib,Afatinib,0
HCC1569,5-Fluorouracil,Navitoclax,0
DAN-G,Crizotinib,5-Fluorouracil,0
CAL-120,Navitoclax,Cisplatin,0
EVSA-T,Sapitinib,Alpelisib,0
HCC202,Navitoclax,PD173074,0
MRK-nu-1,Vorinostat,AZD7762,0
SNU-175,SB505124,Camptothecin,0
COLO-824,Navitoclax,Axitinib,1
ZR-75-1,Navitoclax,SCH772984,1
HT-115,MK-1775,Crizotinib,0
MDA-MB-361,Sapitinib,GSK269962A,0
MCF7,Navitoclax,BI-2536,0
MDA-MB-415,Navitoclax,Uprosertib,1
BT-474,Docetaxel,Axitinib,0
PANC-02-03,Irinotecan,Galunisertib,0
HCC1937,Sapitinib,JQ1,0
DiFi,LGK974,Trametinib,0
NCI-H716,MK-2206,AZD4547,0
HDQ-P1,Navitoclax,AZD6482,0
SNU-81,Camptothecin,Linsitinib,0
MCF7,Bortezomib,Paclitaxel,0
SW948,Olaparib,Oxaliplatin,0
EFM-19,PD173074,Bortezomib,0
MDA-MB-436,MK-1775,Vorinostat,0
AsPC-1,Palbociclib,SCH772984,0
MDA-MB-468,Axitinib,JQ1,0
BT-474,Crizotinib,Venetoclax,0
HCC1428,MK-2206,Entinostat,0
SNU-81,AZD7762,BMS-754807,0
CAL-120,Sapitinib,Palbociclib,0
YAPC,Navitoclax,Crizotinib,1
PL4,Dactolisib,LGK974,0
PANC-10-05,Olaparib,Irinotecan,0
HCC1187,Crizotinib,ZM447439,0
MDA-MB-157,Navitoclax,Alisertib,0
MDA-MB-468,MK-2206,Olaparib,0
SW1417,SCH772984,Crizotinib,0
MDA-MB-436,Trametinib,Taselisib,0
PANC-03-27,Gemcitabine,Taselisib,0
HCC1395,Temozolomide,Docetaxel,0
CFPAC-1,Taselisib,Galunisertib,0
HCC1599,5-Fluorouracil,Doramapimod,0
NCI-H508,Olaparib,Afatinib,0
Hs-578-T,Temozolomide,KU-55933,0
SNU-C5,BMS-754807,MK-2206,0
PSN1,SCH772984,Erlotinib,1
SW48,Sapitinib,Linsitinib,0
PSN1,Sorafenib,Lapatinib,0
MDA-MB-361,Temozolomide,Taselisib,0
MDA-MB-231,Pictilisib,Linsitinib,0
CAL-85-1,Gemcitabine,PD173074,0
PANC-03-27,OSI-027,LGK974,0
C2BBe1,SB216763,Camptothecin,0
HT-29,Taselisib,Oxaliplatin,0
CAL-120,MK-1775,Vorinostat,0
SW1463,Dabrafenib,Sapitinib,0
SW1990,Ruxolitinib,Crizotinib,0
Hs-578-T,Sapitinib,Linsitinib,0
DiFi,Navitoclax,Trametinib,0
HCC2218,Luminespib,Lapatinib,0
SNU-C1,Olaparib,BMS-754807,0
KP-1N,Sorafenib,Linsitinib,0
HCC1143,Docetaxel,PF-4708671,0
SW1990,Oxaliplatin,Galunisertib,0
KP-4,Cisplatin,Paclitaxel,0
HCC1187,Luminespib,Afatinib,0
HCC1395,PD173074,Bortezomib,0
HCC1395,Vorinostat,Paclitaxel,0
SNU-C5,Crizotinib,Vinorelbine,0
UACC-893,Crizotinib,Vorinostat,0
KP-4,AZD7762,OSI-027,0
MDA-MB-468,Crizotinib,Vorinostat,0
SW1990,Linsitinib,MK-2206,0
MDA-MB-330,OSI-027,Sapitinib,0
MDA-MB-330,MK-2206,Linsitinib,1
HCC1806,Gemcitabine,Doramapimod,1
PANC-10-05,Trametinib,Linsitinib,0
HCC1143,Palbociclib,Pictilisib,0
HDQ-P1,Taselisib,SCH772984,1
HCC1599,Navitoclax,SB216763,0
HCC2157,Olaparib,MK-1775,0
CAMA-1,MK-2206,NU7441,0
T47D,Bortezomib,Navitoclax,0
MFM-223,PD173074,MK-2206,0
KP-2,LGK974,Cisplatin,0
Hs-578-T,Olaparib,Linsitinib,0
MDA-MB-330,Docetaxel,Trametinib,0
LS-513,BMS-754807,Palbociclib,0
DU-4475,Gemcitabine,Alpelisib,0
SNU-175,Dabrafenib,SB216763,0
SNU-1040,Navitoclax,AZD8055,0
NCI-H716,Afatinib,AZD7762,0
SNU-1040,Navitoclax,SB216763,0
CAMA-1,Lapatinib,Uprosertib,0
HCC38,Temozolomide,Gemcitabine,0
Hs-766T,Olaparib,5-Fluorouracil,0
NCI-H508,5-Fluorouracil,Sapitinib,0
SW837,AZD4547,SB505124,0
KM12,5-Fluorouracil,Oxaliplatin,0
EFM-19,Axitinib,Taselisib,0
MDA-MB-468,Vorinostat,SCH772984,0
KM12,Taselisib,SCH772984,0
EFM-19,Axitinib,Navitoclax,1
HCT-15,AZD8055,Afatinib,0
UACC-893,Luminespib,MK-2206,0
HCC1806,AZD7762,Venetoclax,0
HCC1806,Palbociclib,AZD6482,0
NCI-H716,Linsitinib,Palbociclib,0
HCC1569,Bortezomib,MK-1775,1
MFM-223,Linsitinib,GSK269962A,1
PANC-03-27,Dasatinib,Gemcitabine,0
UACC-893,AZD7762,Alisertib,0
CAMA-1,Luminespib,JQ1,0
HCC1954,OSI-027,Pictilisib,0
AU565,Olaparib,SCH772984,0
HCC1806,Bortezomib,BI-2536,0
Hs-578-T,AZD7762,Olaparib,0
ZR-75-30,Vorinostat,AZD8055,0
UACC-812,Temozolomide,5-Fluorouracil,0
MRK-nu-1,Vorinostat,Ribociclib,0
MDA-MB-231,Taselisib,Venetoclax,0
HCC2218,Navitoclax,BI-2536,1
BT-549,Axitinib,Doramapimod,0
ZR-75-1,Cisplatin,Wee1 Inhibitor,0
PA-TU-8902,OSI-027,SCH772984,0
EFM-192A,AZD7762,Entinostat,0
AU565,AZD7762,Alisertib,0
C2BBe1,Afatinib,Olaparib,0
MDA-MB-453,MK-1775,NU7441,0
MIA-PaCa-2,Irinotecan,Galunisertib,0
KM12,Vinorelbine,SB505124,0
MFM-223,Crizotinib,Docetaxel,0
HDQ-P1,OSI-027,Linsitinib,0
C2BBe1,Camptothecin,Sapitinib,0
CaR-1,Dabrafenib,Sapitinib,0
PANC-10-05,Dasatinib,Gemcitabine,0
HCC2998,AZD8055,Oxaliplatin,0
CAL-51,Temozolomide,AZD7762,0
HuP-T3,OSI-027,5-Fluorouracil,0
HCC38,AZD7762,Lapatinib,0
T47D,Bortezomib,Afatinib,0
HCC1500,Luminespib,Nilotinib,0
CW-2,5-Fluorouracil,Taselisib,0
RKO,Linsitinib,AZD4547,0
HCC1143,5-Fluorouracil,Navitoclax,0
HCC70,OSI-027,Entinostat,0
MRK-nu-1,MK-1775,Palbociclib,0
UACC-812,Luminespib,Navitoclax,0
EFM-19,AZD7762,Paclitaxel,0
ZR-75-1,Docetaxel,Luminespib,0
CAPAN-2,MK-1775,Lapatinib,0
SNU-C2B,Linsitinib,Vinorelbine,0
HCC1806,Pictilisib,Axitinib,0
MDA-MB-157,Palbociclib,Dabrafenib,0
MDA-MB-415,Temozolomide,JQ1,0
BT-474,Cisplatin,BI-2536,0
KP-1N,Galunisertib,5-Fluorouracil,0
BT-20,Gemcitabine,ZM447439,0
MDA-MB-157,Navitoclax,Sorafenib,1
CAL-85-1,MK-2206,Tozasertib,0
HCC1395,5-Fluorouracil,Trametinib,0
HCC1569,Olaparib,MK-1775,0
SNU-C1,SB216763,Linsitinib,0
LoVo,Oxaliplatin,SB505124,0
KP-1N,OSI-027,Sorafenib,0
OCUB-M,Taselisib,Sorafenib,0
HCC1937,Navitoclax,Cisplatin,0
MDA-MB-175-VII,Pictilisib,Temozolomide,0
HCC1419,Temozolomide,5-Fluorouracil,0
SW837,BMS-754807,Trametinib,0
SU8686,Crizotinib,Ruxolitinib,0
CaR-1,Navitoclax,Oxaliplatin,0
CAL-85-1,AZD7762,OSI-027,0
CFPAC-1,MK-1775,Navitoclax,0
CAL-148,Axitinib,Ribociclib,0
PANC-02-03,Palbociclib,Dasatinib,0
MDA-MB-361,OSI-027,SCH772984,0
MDA-MB-175-VII,Gemcitabine,AZD8055,0
Hs-766T,Dasatinib,Palbociclib,0
SNU-81,Camptothecin,Dabrafenib,0
KP-2,Irinotecan,MK-1775,0
HCC1569,Sapitinib,PF-4708671,0
HCC1395,Luminespib,Bortezomib,0
MDST8,Dabrafenib,SB505124,0
MCF7,Luminespib,NU7441,0
MCF7,Trametinib,Nilotinib,0
HCC1569,Crizotinib,RO-3306,0
HCT-15,AZD8055,AZD4547,0
HT55,Vinorelbine,BMS-754807,0
COLO-678,Crizotinib,MK-2206,0
PA-TU-8902,Ruxolitinib,5-Fluorouracil,0
CAL-120,Navitoclax,Sapitinib,0
ZR-75-30,Sapitinib,Wee1 Inhibitor,0
LoVo,Palbociclib,SB216763,0
HCC70,Sapitinib,Navitoclax,0
COLO-824,Pictilisib,Axitinib,0
Hs-578-T,Luminespib,Camptothecin,1
DiFi,Taselisib,SCH772984,1
AsPC-1,Oxaliplatin,Gemcitabine,0
COLO-824,Bortezomib,Docetaxel,0
Hs-578-T,AZD7762,NU7441,0
MCF7,Sapitinib,Nilotinib,0
SNU-175,Vinorelbine,Sapitinib,0
HCC1806,Pictilisib,Olaparib,0
MDA-MB-157,Palbociclib,BI-2536,0
KP-2,Gemcitabine,Galunisertib,0
MFM-223,Trametinib,Alisertib,0
CAL-51,Cisplatin,PD173074,0
OCUB-M,Axitinib,PD173074,1
BT-483,Taselisib,Gemcitabine,0
CAL-51,AZD7762,Linsitinib,0
BT-549,Navitoclax,Olaparib,0
CAMA-1,AZD7762,Camptothecin,1
KP-3,Sorafenib,Dactolisib,0
MDA-MB-436,5-Fluorouracil,Wee1 Inhibitor,0
MFM-223,Axitinib,Dabrafenib,0
HCC70,MK-1775,MK-2206,0
CW-2,Trametinib,Taselisib,0
KM12,SB216763,Camptothecin,0
SNU-C1,Afatinib,5-Fluorouracil,0
EFM-192A,OSI-027,Venetoclax,0
MRK-nu-1,Navitoclax,Uprosertib,0
HCC2998,Crizotinib,SCH772984,0
PA-TU-8902,Trametinib,Olaparib,0
ZR-75-1,5-Fluorouracil,Uprosertib,0
MDA-MB-157,Taselisib,Entinostat,0
PA-TU-8902,Palbociclib,Lapatinib,1
CaR-1,MK-1775,Oxaliplatin,0
MDA-MB-330,5-Fluorouracil,Cisplatin,0
EFM-192A,Docetaxel,BI-2536,0
MRK-nu-1,Pictilisib,Luminespib,0
HCC1428,5-Fluorouracil,Trametinib,0
HDQ-P1,Bortezomib,Navitoclax,0
MDA-MB-415,Axitinib,Alpelisib,0
MFM-223,Trametinib,Linsitinib,0
HCC1419,AZD7762,5-Fluorouracil,0
CCK-81,Dabrafenib,Crizotinib,0
BT-549,Olaparib,RO-3306,0
PA-TU-8902,MK-1775,Erlotinib,0
COLO-205,BMS-754807,Afatinib,0
KP-2,Erlotinib,Palbociclib,0
MDA-MB-175-VII,Gemcitabine,Sorafenib,0
MFM-223,Lapatinib,Uprosertib,0
COLO-824,Gemcitabine,Entinostat,0
HCC1428,MK-1775,NU7441,0
MFM-223,Temozolomide,KU-55933,0
MRK-nu-1,MK-1775,Venetoclax,0
LS-411N,SB505124,Taselisib,0
BxPC-3,MK-1775,Taselisib,0
NCI-H716,Navitoclax,SB216763,0
HCC2218,Trametinib,Axitinib,0
HCC1937,PD173074,Bortezomib,0
CAPAN-2,Navitoclax,MK-2206,1
LS-180,Crizotinib,Linsitinib,0
HCC1599,Gemcitabine,SCH772984,1
AU565,Palbociclib,GSK269962A,0
HCC1954,Lapatinib,Afatinib,0
MDA-MB-231,Gemcitabine,SCH772984,0
PL4,Galunisertib,OSI-027,0
HCC1806,Cisplatin,AZD7762,0
HCC2218,Luminespib,Wee1 Inhibitor,0
PANC-04-03,Dasatinib,Irinotecan,0
MDA-MB-157,Pictilisib,Axitinib,0
EFM-192A,Olaparib,GSK269962A,0
CFPAC-1,Erlotinib,SCH772984,0
HCC1569,OSI-027,Vorinostat,0
ZR-75-30,PD173074,Sapitinib,0
HT-29,5-Fluorouracil,Taselisib,0
LS-411N,BMS-754807,MK-1775,0
PANC-08-13,Oxaliplatin,SCH772984,0
HCC1500,OSI-027,Temozolomide,0
HCC2157,Crizotinib,MK-1775,0
CAL-51,AZD7762,Gemcitabine,0
HCC70,Bortezomib,Crizotinib,0
COLO-824,Olaparib,Tozasertib,0
EFM-192A,Vorinostat,MK-1775,0
MDA-MB-415,Bortezomib,RO-3306,0
CL-11,Linsitinib,Olaparib,0
MDA-MB-415,MK-1775,NU7441,0
BT-549,Linsitinib,ZM447439,0
PANC-03-27,Erlotinib,AZD7762,0
HCC2157,Temozolomide,Trametinib,0
HCC1599,Bortezomib,Nilotinib,0
ZR-75-30,OSI-027,PD173074,0
COLO-320-HSR,Sapitinib,Camptothecin,0
MDA-MB-453,Lapatinib,AZD8055,0
LS-513,Dabrafenib,Sapitinib,0
COLO-205,LGK974,SB505124,0
KM12,SCH772984,Navitoclax,0
HPAC,Ruxolitinib,5-Fluorouracil,0
CAL-120,Gemcitabine,Pictilisib,0
HCT-15,Vinorelbine,SB216763,1
CCK-81,MK-2206,AZD7762,0
SNU-C5,Olaparib,Taselisib,0
HCC1954,Trametinib,Vorinostat,0
HCT-15,Vinorelbine,5-Fluorouracil,0
PANC-02-03,Crizotinib,Lapatinib,0
MDA-MB-453,Docetaxel,SB216763,0
CFPAC-1,5-Fluorouracil,Olaparib,0
MDA-MB-453,Linsitinib,Pictilisib,0
HCC38,5-Fluorouracil,Sapitinib,0
HCC1419,Axitinib,Tozasertib,0
CAL-120,OSI-027,Sapitinib,1
SNU-175,Crizotinib,5-Fluorouracil,0
DAN-G,MK-1775,Gemcitabine,0
GP5d,5-Fluorouracil,AZD7762,0
PL4,5-Fluorouracil,Irinotecan,0
SW1990,Gemcitabine,AZD7762,0
HPAC,Galunisertib,Oxaliplatin,0
HCC1428,Linsitinib,JQ1,0
SNU-407,SB216763,SCH772984,0
CAPAN-1,Paclitaxel,Linsitinib,0
NCI-H747,Oxaliplatin,Camptothecin,0
HCC1187,Navitoclax,Olaparib,0
BT-549,Bortezomib,KU-55933,0
EFM-19,Trametinib,PF-4708671,0
RKO,Taselisib,Trametinib,1
BT-20,Palbociclib,Entinostat,0
BT-549,Luminespib,Linsitinib,0
T47D,MK-1775,Camptothecin,0
PANC-10-05,Navitoclax,Gemcitabine,1
SNU-C1,SB216763,5-Fluorouracil,0
CAL-148,Crizotinib,Sapitinib,0
Hs-766T,SCH772984,Oxaliplatin,0
SW1417,Linsitinib,Vinorelbine,1
HCC38,Crizotinib,Venetoclax,0
HT55,Sapitinib,SB505124,0
HT-115,5-Fluorouracil,Sapitinib,0
ZR-75-30,MK-2206,Alpelisib,0
PSN1,Ruxolitinib,Dasatinib,0
MDA-MB-231,Cisplatin,Palbociclib,0
HCC1187,Vorinostat,Palbociclib,0
