cell,drug1_db,drug2_db,synergy
HPAC,SCH772984,MK-1775,0
BT-483,Cisplatin,Ribociclib,0
MDA-MB-436,5-Fluorouracil,Gemcitabine,0
EFM-192A,OSI-027,Axitinib,0
RKO,SB216763,Trametinib,0
MDA-MB-468,AZD7762,Camptothecin,1
HCC202,Linsitinib,Navitoclax,0
OCUB-M,Palbociclib,5-Fluorouracil,0
BT-483,Navitoclax,KU-55933,0
CAPAN-2,Taselisib,Olaparib,0
SUIT-2,Trametinib,SCH772984,0
MDA-MB-436,Crizotinib,Gemcitabine,0
MDA-MB-330,OSI-027,Paclitaxel,0
HCC1500,Olaparib,BI-2536,0
HCC2157,Trametinib,Luminespib,0
AsPC-1,SCH772984,Erlotinib,0
CAPAN-2,MK-1775,MK-2206,0
COLO-205,Oxaliplatin,AZD8055,0
SNU-C2B,Vinorelbine,SB505124,0
PA-TU-8988T,MK-1775,Navitoclax,1
PL4,5-Fluorouracil,Irinotecan,0
HCT-116,Navitoclax,MK-2206,0
PSN1,Dactolisib,5-Fluorouracil,0
HuP-T4,Dactolisib,Palbociclib,0
AsPC-1,Ruxolitinib,Erlotinib,0
LS-180,MK-2206,SB505124,0
HCC1954,PD173074,Tozasertib,0
CAPAN-1,AZD7762,Ruxolitinib,0
MDA-MB-231,PD173074,Axitinib,0
ZR-75-30,AZD7762,Pictilisib,0
MFM-223,MK-1775,AZD7762,1
PANC-04-03,5-Fluorouracil,Olaparib,0
SNU-81,MK-2206,AZD7762,0
DU-4475,Pictilisib,Uprosertib,0
PANC-08-13,MK-2206,AZD7762,0
CAPAN-2,Dasatinib,Dactolisib,0
RCM-1,Camptothecin,Trametinib,0
ZR-75-30,AZD7762,Temozolomide,0
MDA-MB-468,Bortezomib,Sapitinib,0
CAL-85-1,Crizotinib,KU-55933,0
UACC-893,Sapitinib,Temozolomide,0
SU8686,Cisplatin,OSI-027,0
C2BBe1,SB505124,Oxaliplatin,0
MDA-MB-436,5-Fluorouracil,Vorinostat,0
MCF7,Luminespib,Axitinib,0
PANC-10-05,Trametinib,OSI-027,0
MDST8,AZD4547,Sapitinib,0
JIMT-1,Pictilisib,ZM447439,0
CW-2,MK-1775,Olaparib,0
CCK-81,Camptothecin,BMS-754807,0
SNU-C2B,Olaparib,Linsitinib,0
HCC70,Temozolomide,Olaparib,0
CAMA-1,Axitinib,Nilotinib,0
PA-TU-8988T,MK-1775,Crizotinib,0
SW1417,AZD7762,MK-2206,0
COLO-205,BMS-754807,Camptothecin,0
MFM-223,5-Fluorouracil,Lapatinib,0
HCC1806,Axitinib,RO-3306,0
ZR-75-30,Lapatinib,Paclitaxel,0
SNU-C1,Palbociclib,AZD7762,0
HCC2157,Crizotinib,GSK269962A,0
COLO-205,Linsitinib,Sapitinib,1
HT55,Camptothecin,LGK974,0
SW48,Taselisib,MK-2206,0
HT55,AZD8055,Taselisib,0
NCI-H508,BMS-754807,Crizotinib,0
DAN-G,Trametinib,Taselisib,1
HCC1143,5-Fluorouracil,SCH772984,0
PANC-10-05,Paclitaxel,MK-2206,0
MFM-223,Gemcitabine,Cisplatin,0
HCC1500,Gemcitabine,SCH772984,0
MDA-MB-361,Palbociclib,GSK269962A,0
COLO-824,AZD7762,Uprosertib,0
HCC2218,Navitoclax,Alisertib,0
SW1990,Trametinib,Galunisertib,0
EFM-192A,MK-1775,Wee1 Inhibitor,0
MFM-223,Gemcitabine,Entinostat,0
MDA-MB-361,Cisplatin,Vorinostat,0
DiFi,Vinorelbine,Linsitinib,0
SW1417,Trametinib,AZD7762,0
SW620,Trametinib,Vinorelbine,0
HCC1599,Trametinib,Sapitinib,0
HuP-T4,Cisplatin,AZD7762,1
SW1417,Dabrafenib,Sapitinib,1
SW1116,Navitoclax,MK-2206,0
HCC1599,Trametinib,PF-4708671,0
GP5d,Vinorelbine,Navitoclax,0
PA-TU-8988T,Irinotecan,Gemcitabine,0
T84,MK-2206,Crizotinib,0
MZ1-PC,MK-1775,Irinotecan,0
T47D,Vorinostat,GSK269962A,0
MDST8,Sapitinib,Afatinib,0
HCC1428,Bortezomib,Doramapimod,0
SNU-1040,Trametinib,MK-2206,0
CCK-81,Taselisib,Camptothecin,0
MDA-MB-231,Pictilisib,5-Fluorouracil,0
MDA-MB-468,Pictilisib,AZD7762,0
JIMT-1,Temozolomide,MK-1775,0
SNU-C5,Vinorelbine,Dabrafenib,0
CAMA-1,MK-1775,Lapatinib,0
HCC1187,Cisplatin,Crizotinib,0
MDA-MB-361,Temozolomide,Olaparib,0
EFM-19,Temozolomide,Sorafenib,0
LoVo,SCH772984,AZD8055,0
HCC1954,Axitinib,GSK269962A,0
ZR-75-30,Trametinib,Ribociclib,0
HT-29,MK-2206,Crizotinib,0
SW48,AZD8055,Olaparib,0
HCC2157,Navitoclax,Doramapimod,0
EFM-192A,Taselisib,Ribociclib,0
SUIT-2,Ruxolitinib,Oxaliplatin,0
PANC-10-05,Palbociclib,Taselisib,0
SU8686,Erlotinib,Ruxolitinib,0
CFPAC-1,OSI-027,Dactolisib,0
RCM-1,AZD4547,AZD8055,0
HT-29,Linsitinib,Olaparib,0
YAPC,Palbociclib,OSI-027,0
UACC-812,Crizotinib,Pictilisib,0
DAN-G,Oxaliplatin,Navitoclax,0
AU565,Navitoclax,Afatinib,0
BT-549,Lapatinib,RO-3306,0
HuP-T4,Paclitaxel,AZD7762,0
BT-483,MK-1775,PD173074,0
HT-29,Crizotinib,MK-1775,0
EVSA-T,MK-1775,Entinostat,0
AU565,Cisplatin,Afatinib,0
SW948,SB216763,Crizotinib,0
EFM-19,PD173074,MK-1775,0
BxPC-3,Oxaliplatin,Palbociclib,0
CAL-85-1,OSI-027,Taselisib,0
UACC-893,Sapitinib,Axitinib,0
HCC1599,Sapitinib,Camptothecin,0
MZ1-PC,Irinotecan,Taselisib,0
PANC-08-13,Linsitinib,Gemcitabine,0
CAL-120,Axitinib,GSK269962A,0
COLO-320-HSR,Vinorelbine,SCH772984,0
LS-411N,SCH772984,AZD7762,0
OCUB-M,Pictilisib,Temozolomide,0
PANC-08-13,Sorafenib,LGK974,0
JIMT-1,MK-1775,Wee1 Inhibitor,0
PSN1,Palbociclib,Erlotinib,0
CAL-85-1,Sapitinib,Venetoclax,0
JIMT-1,Linsitinib,Alpelisib,0
PA-TU-8902,MK-1775,Linsitinib,0
MDA-MB-361,Olaparib,Crizotinib,0
HCC70,Luminespib,Gemcitabine,0
HCC2218,OSI-027,Cisplatin,0
HT-115,Linsitinib,Taselisib,1
KP-2,MK-1775,Sorafenib,0
Hs-766T,Linsitinib,Cisplatin,0
MFM-223,Luminespib,Paclitaxel,0
OCUB-M,Luminespib,Venetoclax,0
UACC-893,MK-1775,Axitinib,0
PANC-03-27,MK-2206,Paclitaxel,0
BT-549,Trametinib,Cisplatin,0
KP-2,Dasatinib,MK-1775,0
SNU-81,Sapitinib,MK-2206,0
SW837,Oxaliplatin,Taselisib,0
MDST8,5-Fluorouracil,MK-2206,0
SW1463,Dabrafenib,Vinorelbine,0
MDA-MB-175-VII,Vorinostat,AZD6482,0
SW1463,AZD4547,Olaparib,0
PANC-03-27,OSI-027,Palbociclib,0
JIMT-1,5-Fluorouracil,Lapatinib,0
SU8686,Linsitinib,Dasatinib,0
PANC-03-27,Dasatinib,LGK974,0
C2BBe1,AZD8055,Sapitinib,0
MCF7,MK-2206,AZD6482,0
PANC-02-03,Erlotinib,LGK974,0
DiFi,BMS-754807,Taselisib,0
DU-4475,Cisplatin,Camptothecin,0
CAMA-1,Taselisib,PD173074,0
MDA-MB-330,Navitoclax,RO-3306,1
LoVo,Vinorelbine,Taselisib,0
UACC-812,Linsitinib,MK-2206,0
COLO-824,5-Fluorouracil,Alpelisib,0
HCC2157,Docetaxel,Crizotinib,0
HCC1428,Docetaxel,Bortezomib,0
SW1463,SCH772984,5-Fluorouracil,0
HCC1143,5-Fluorouracil,AZD6482,0
HCC1806,Axitinib,Palbociclib,0
SUIT-2,OSI-027,Oxaliplatin,0
HCC1954,Lapatinib,Gemcitabine,0
SW1116,Dabrafenib,Linsitinib,0
HCC1419,MK-1775,Afatinib,0
JIMT-1,MK-2206,NU7441,0
MDA-MB-415,Sapitinib,Cisplatin,0
BT-474,Palbociclib,BI-2536,0
LS-123,5-Fluorouracil,AZD8055,0
MDA-MB-175-VII,Cisplatin,AZD7762,0
KP-4,Trametinib,Dactolisib,0
LS-123,AZD4547,MK-1775,0
PL4,MK-1775,Galunisertib,0
BT-483,Olaparib,PD173074,0
CCK-81,Sapitinib,BMS-754807,1
HCC1428,Gemcitabine,Lapatinib,0
MDA-MB-157,5-Fluorouracil,Paclitaxel,0
HCC1419,Vorinostat,Venetoclax,0
CAL-120,Taselisib,Camptothecin,0
DU-4475,5-Fluorouracil,OSI-027,0
CAPAN-2,Lapatinib,Erlotinib,0
MDA-MB-453,MK-2206,PF-4708671,0
NCI-H747,Palbociclib,Trametinib,0
SUIT-2,OSI-027,Irinotecan,0
OCUB-M,MK-1775,Luminespib,0
HCC1428,PD173074,Luminespib,0
ZR-75-1,Bortezomib,NU7441,0
HCC1937,Docetaxel,Gemcitabine,0
MDA-MB-436,Lapatinib,GSK269962A,0
SK-CO-1,Taselisib,MK-2206,0
UACC-893,Bortezomib,5-Fluorouracil,0
COLO-205,AZD7762,Linsitinib,0
BT-549,MK-2206,BI-2536,0
EFM-192A,AZD7762,Nilotinib,0
T84,AZD7762,Camptothecin,1
MDA-MB-468,MK-1775,Taselisib,0
PANC-04-03,Dactolisib,OSI-027,0
HCC1143,Axitinib,Doramapimod,0
YAPC,5-Fluorouracil,LGK974,0
T47D,Linsitinib,Sapitinib,0
KP-4,Dasatinib,Navitoclax,0
MDA-MB-453,Taselisib,Navitoclax,1
HCC70,Sapitinib,Nilotinib,0
T47D,Crizotinib,Tozasertib,0
PA-TU-8902,Lapatinib,Navitoclax,1
HCC1143,Axitinib,RO-3306,0
MCF7,Gemcitabine,SB216763,0
CAMA-1,Axitinib,Trametinib,0
HCC1143,Olaparib,AZD8055,0
BT-20,Crizotinib,Pictilisib,0
MDA-MB-157,Luminespib,Doramapimod,0
HCT-15,Dabrafenib,MK-2206,0
HCC1937,Lapatinib,AZD7762,0
KP-4,Oxaliplatin,Palbociclib,0
GP5d,Afatinib,Oxaliplatin,0
MIA-PaCa-2,Navitoclax,Dactolisib,0
MDA-MB-468,Taselisib,Alpelisib,0
NCI-H716,AZD7762,SB216763,0
SNU-C5,Vinorelbine,Linsitinib,0
SW1463,Oxaliplatin,Dabrafenib,0
MRK-nu-1,Pictilisib,ZM447439,0
T47D,Crizotinib,SB216763,0
HCC1187,MK-1775,Uprosertib,0
CW-2,SB216763,Trametinib,0
LS-513,BMS-754807,SB216763,0
EVSA-T,Pictilisib,SCH772984,0
HCC1569,PD173074,Trametinib,0
MRK-nu-1,Cisplatin,Venetoclax,0
HT-29,Palbociclib,SB216763,0
LS-411N,Olaparib,Oxaliplatin,0
DAN-G,Linsitinib,Trametinib,0
JIMT-1,Docetaxel,Vorinostat,0
ZR-75-1,Pictilisib,Entinostat,0
Hs-578-T,Docetaxel,ZM447439,0
AU565,Luminespib,Linsitinib,0
MDA-MB-453,PD173074,Uprosertib,0
SNU-175,Oxaliplatin,SB505124,0
HCC1143,MK-1775,BI-2536,0
EFM-192A,Docetaxel,Afatinib,0
SNU-C5,BMS-754807,Camptothecin,0
ZR-75-30,Axitinib,Ribociclib,0
HCC1187,Sapitinib,Luminespib,0
OCUB-M,Luminespib,BI-2536,0
MDA-MB-231,Lapatinib,Doramapimod,0
HT-115,Camptothecin,BMS-754807,0
PANC-03-27,Dactolisib,Crizotinib,0
CAMA-1,Vorinostat,Gemcitabine,0
SW1463,AZD4547,AZD8055,0
HCC1599,Olaparib,Tozasertib,0
COLO-320-HSR,Vinorelbine,SB505124,0
SW837,MK-1775,Camptothecin,0
MDA-MB-330,AZD7762,Pictilisib,0
EVSA-T,Navitoclax,Afatinib,0
COLO-320-HSR,Trametinib,SB216763,0
MDA-MB-231,Linsitinib,Temozolomide,0
HCC1428,Vorinostat,Bortezomib,0
BT-483,Taselisib,Entinostat,0
MCF7,Cisplatin,Palbociclib,0
HCC1143,Linsitinib,JQ1,0
SNU-81,Oxaliplatin,Afatinib,0
AU565,Docetaxel,Axitinib,0
AU565,MK-2206,Docetaxel,0
SNU-C5,Palbociclib,Taselisib,0
HuP-T4,Trametinib,MK-2206,1
OCUB-M,MK-1775,Alisertib,0
ZR-75-30,MK-2206,ZM447439,0
MDA-MB-415,Temozolomide,Cisplatin,0
AsPC-1,Ruxolitinib,Dactolisib,0
HCC1143,Luminespib,MK-1775,0
HCC2218,Crizotinib,Wee1 Inhibitor,0
HCC1143,MK-1775,Sorafenib,0
CAL-85-1,Sapitinib,RO-3306,0
HCC1428,Vorinostat,Lapatinib,0
HCC1187,Temozolomide,5-Fluorouracil,0
HCC1395,Linsitinib,AZD6482,0
SNU-C2B,Sapitinib,AZD7762,0
SNU-C1,SB505124,Afatinib,0
KP-1N,OSI-027,Lapatinib,0
YAPC,Navitoclax,Trametinib,1
HCC70,Trametinib,SCH772984,0
EFM-192A,Axitinib,Sorafenib,0
MCF7,Lapatinib,PF-4708671,0
MDA-MB-415,5-Fluorouracil,RO-3306,0
CCK-81,Taselisib,Afatinib,0
HCT-15,SB216763,Dabrafenib,0
MDA-MB-231,Pictilisib,Lapatinib,0
HCC1428,Cisplatin,SCH772984,0
YAPC,Gemcitabine,Irinotecan,0
CAMA-1,Palbociclib,ZM447439,0
MDA-MB-415,Temozolomide,NU7441,0
T84,SB505124,Linsitinib,0
HCC1599,Sapitinib,Taselisib,0
MDA-MB-453,Cisplatin,Doramapimod,0
Hs-766T,AZD7762,Navitoclax,0
KP-1N,Palbociclib,Paclitaxel,0
SNU-1040,MK-2206,SB216763,0
CCK-81,Palbociclib,BMS-754807,0
NCI-H716,Camptothecin,MK-2206,0
LS-180,Navitoclax,SB216763,0
MDST8,LGK974,SCH772984,0
DAN-G,Gemcitabine,Ruxolitinib,0
HCC38,5-Fluorouracil,Linsitinib,0
SW948,SB505124,Afatinib,0
BT-20,Bortezomib,AZD7762,0
AU565,OSI-027,Ribociclib,0
BT-549,Lapatinib,Nilotinib,0
LS-180,Taselisib,Oxaliplatin,0
HT-115,Vinorelbine,Palbociclib,0
MRK-nu-1,Palbociclib,Taselisib,0
HCC1428,Olaparib,Lapatinib,0
MDA-MB-157,PD173074,Pictilisib,0
UACC-893,Gemcitabine,Afatinib,0
BT-483,Pictilisib,Afatinib,0
EVSA-T,MK-2206,5-Fluorouracil,0
ZR-75-1,OSI-027,Axitinib,0
PSN1,Sorafenib,SCH772984,0
COLO-824,Docetaxel,Crizotinib,0
MDA-MB-157,Palbociclib,Crizotinib,0
CAL-148,AZD7762,MK-2206,0
YAPC,MK-1775,Sorafenib,0
COLO-678,Vinorelbine,BMS-754807,0
HCC1954,Docetaxel,MK-2206,0
HCC1395,OSI-027,Dabrafenib,0
MDA-MB-361,Crizotinib,Afatinib,0
CAL-148,Pictilisib,Trametinib,0
HCC1395,Bortezomib,Trametinib,0
C2BBe1,LGK974,MK-2206,0
CL-11,5-Fluorouracil,SB216763,0
MRK-nu-1,Pictilisib,Lapatinib,0
BT-20,Olaparib,Temozolomide,0
OCUB-M,Vorinostat,Palbociclib,0
HCC1143,Sapitinib,OSI-027,0
MRK-nu-1,Axitinib,Venetoclax,0
BT-549,Linsitinib,Tozasertib,0
SNU-407,AZD8055,SB216763,0
COLO-824,Linsitinib,Sapitinib,0
MCF7,AZD7762,Pictilisib,0
SUIT-2,Irinotecan,Trametinib,0
NCI-H747,LGK974,MK-2206,0
GP5d,5-Fluorouracil,Dabrafenib,0
KP-4,Lapatinib,Oxaliplatin,0
HCC1395,Docetaxel,Luminespib,0
MDA-MB-453,Linsitinib,5-Fluorouracil,0
LS-180,Vinorelbine,AZD8055,0
HCC1806,Lapatinib,Temozolomide,0
CAMA-1,Docetaxel,AZD6482,0
MCF7,OSI-027,NU7441,0
MDA-MB-231,Pictilisib,Sapitinib,0
PANC-10-05,SCH772984,Lapatinib,0
RKO,SB216763,AZD4547,0
HCC38,Bortezomib,Olaparib,0
MDA-MB-175-VII,Palbociclib,Taselisib,0
MDA-MB-468,Temozolomide,Afatinib,0
MDA-MB-453,Linsitinib,Alpelisib,0
MFM-223,5-Fluorouracil,Docetaxel,0
HPAC,SCH772984,AZD7762,0
HCC1569,Pictilisib,Tozasertib,0
CAL-120,AZD7762,Bortezomib,0
MIA-PaCa-2,Paclitaxel,Lapatinib,0
EFM-19,Taselisib,Alisertib,0
HCT-116,MK-1775,Olaparib,0
CAL-85-1,AZD7762,RO-3306,0
HCC1187,Cisplatin,Paclitaxel,0
CAL-148,5-Fluorouracil,AZD6482,0
PANC-08-13,Dactolisib,LGK974,0
UACC-893,Navitoclax,Ribociclib,0
SW620,Sapitinib,Oxaliplatin,0
HCC70,Crizotinib,GSK269962A,0
MDA-MB-436,Crizotinib,Olaparib,0
EFM-19,Luminespib,Linsitinib,0
LS-180,Afatinib,Trametinib,0
MDA-MB-157,Bortezomib,Uprosertib,0
SNU-C1,Camptothecin,Oxaliplatin,0
CAL-120,Sapitinib,Olaparib,0
DAN-G,Dasatinib,Galunisertib,0
HCC1143,Taselisib,Linsitinib,0
CAPAN-2,Palbociclib,OSI-027,0
SU8686,Sorafenib,MK-2206,0
HCC1428,AZD7762,Afatinib,0
MFM-223,Luminespib,Cisplatin,0
CAL-120,MK-2206,SB216763,0
CAL-51,Palbociclib,ZM447439,0
MDA-MB-361,Axitinib,Sapitinib,0
MDA-MB-175-VII,Pictilisib,AZD6482,0
KM12,Palbociclib,5-Fluorouracil,0
HDQ-P1,Docetaxel,BI-2536,0
EFM-19,Cisplatin,Palbociclib,0
EVSA-T,Navitoclax,Alpelisib,0
DU-4475,MK-1775,Taselisib,0
CAL-85-1,Temozolomide,Paclitaxel,0
LS-123,Crizotinib,Trametinib,0
HCC2218,Lapatinib,Uprosertib,1
CCK-81,MK-1775,Vinorelbine,1
DU-4475,PD173074,Doramapimod,0
HCC2218,Cisplatin,Docetaxel,0
HCC1419,Bortezomib,MK-2206,0
COLO-678,BMS-754807,SB505124,0
CFPAC-1,MK-1775,Dasatinib,1
EFM-192A,Vorinostat,Entinostat,0
MDA-MB-436,Gemcitabine,Palbociclib,0
HCC38,Axitinib,AZD8055,0
HCC1599,Temozolomide,Doramapimod,1
EFM-192A,Docetaxel,RO-3306,0
AsPC-1,OSI-027,MK-1775,0
HCC1569,MK-1775,Linsitinib,1
MDA-MB-361,Vorinostat,NU7441,0
HCC70,Taselisib,Ribociclib,0
HCC1419,Linsitinib,Entinostat,0
HCC2157,AZD7762,Alpelisib,0
COLO-678,Trametinib,LGK974,0
MFM-223,Gemcitabine,Venetoclax,0
DU-4475,Cisplatin,Sapitinib,0
MDA-MB-231,Crizotinib,PD173074,0
HCC1954,5-Fluorouracil,Navitoclax,0
MFM-223,Crizotinib,Navitoclax,0
KM12,Trametinib,AZD8055,0
HDQ-P1,Lapatinib,Trametinib,0
MDA-MB-361,Bortezomib,JQ1,0
HCC2218,Trametinib,Tozasertib,0
SNU-1040,AZD7762,Crizotinib,0
SW1463,BMS-754807,5-Fluorouracil,0
HPAC,MK-1775,Paclitaxel,0
PANC-02-03,Irinotecan,SCH772984,0
HCC1599,Crizotinib,NU7441,1
BT-483,Temozolomide,Trametinib,0
SUIT-2,Linsitinib,Lapatinib,1
AsPC-1,Cisplatin,MK-1775,0
EFM-19,Bortezomib,Luminespib,0
HCC1569,Taselisib,NU7441,0
HCC1954,Trametinib,Ribociclib,0
HCC70,Bortezomib,Entinostat,1
SNU-175,SB216763,Navitoclax,0
JIMT-1,OSI-027,Venetoclax,0
SK-CO-1,LGK974,Taselisib,0
KP-2,Navitoclax,Palbociclib,0
LS-513,SB505124,SCH772984,0
HCC1806,Taselisib,MK-1775,0
MRK-nu-1,MK-1775,Trametinib,0
HT-29,Olaparib,Trametinib,0
MCF7,Sapitinib,Docetaxel,0
Hs-578-T,5-Fluorouracil,Trametinib,0
MFM-223,5-Fluorouracil,KU-55933,0
MDA-MB-361,Palbociclib,Ribociclib,0
CAL-148,Sapitinib,Doramapimod,0
JIMT-1,Docetaxel,Paclitaxel,0
SNU-C2B,MK-1775,BMS-754807,0
PANC-03-27,MK-1775,Oxaliplatin,0
CAL-51,Palbociclib,Camptothecin,0
DU-4475,Trametinib,Alisertib,0
MDA-MB-415,Sapitinib,Paclitaxel,0
T47D,Docetaxel,Venetoclax,0
MDA-MB-415,Vorinostat,Axitinib,1
SW1417,Palbociclib,BMS-754807,0
LS-180,BMS-754807,Crizotinib,0
HCC1954,Pictilisib,Sapitinib,1
MDA-MB-415,Cisplatin,Linsitinib,0
NCI-H716,Taselisib,AZD4547,0
PSN1,Taselisib,Cisplatin,0
HCC1187,OSI-027,Trametinib,0
CAL-85-1,PD173074,5-Fluorouracil,0
ZR-75-30,Cisplatin,KU-55933,0
SNU-C2B,Taselisib,Afatinib,0
COLO-320-HSR,LGK974,Palbociclib,0
MDA-MB-157,5-Fluorouracil,Palbociclib,0
COLO-824,Luminespib,Alpelisib,0
MDA-MB-436,OSI-027,Vorinostat,0
JIMT-1,Luminespib,Bortezomib,0
COLO-205,BMS-754807,Trametinib,0
PSN1,Irinotecan,LGK974,0
HCC1187,Axitinib,Alisertib,0
HT55,Olaparib,MK-2206,0
NCI-H747,AZD7762,SB505124,0
OCUB-M,Palbociclib,Paclitaxel,0
BT-20,MK-2206,AZD7762,0
HT-29,Crizotinib,Navitoclax,1
SW1116,Linsitinib,5-Fluorouracil,0
SNU-C2B,AZD8055,AZD7762,0
MDA-MB-175-VII,Taselisib,Palbociclib,0
PANC-10-05,SCH772984,OSI-027,0
PANC-03-27,Crizotinib,Gemcitabine,0
UACC-812,Cisplatin,Axitinib,0
SW837,Crizotinib,Afatinib,0
PANC-03-27,LGK974,Irinotecan,0
NCI-H508,MK-1775,SCH772984,0
CAL-120,Olaparib,ZM447439,0
HCC70,Sapitinib,Afatinib,0
DAN-G,Dactolisib,Palbociclib,0
HCC1806,OSI-027,BI-2536,0
HT55,Olaparib,5-Fluorouracil,0
CW-2,Camptothecin,Linsitinib,0
COLO-824,Gemcitabine,JQ1,0
SUIT-2,Dactolisib,5-Fluorouracil,0
MDA-MB-231,Sapitinib,Taselisib,0
HT-29,BMS-754807,Palbociclib,0
HCC1395,Palbociclib,Vorinostat,0
MDA-MB-415,Docetaxel,AZD6482,0
C2BBe1,Olaparib,BMS-754807,0
EVSA-T,5-Fluorouracil,SCH772984,0
UACC-893,5-Fluorouracil,NU7441,0
PA-TU-8902,Lapatinib,Cisplatin,0
SW620,LGK974,AZD7762,0
MDA-MB-453,PD173074,Taselisib,0
PA-TU-8902,Ruxolitinib,MK-1775,0
BT-549,Trametinib,NU7441,0
HCC1395,Crizotinib,Luminespib,0
AU565,Crizotinib,Lapatinib,0
AU565,Cisplatin,AZD6482,0
EFM-192A,MK-2206,PD173074,0
HCC2218,Gemcitabine,Alisertib,0
C2BBe1,Dabrafenib,5-Fluorouracil,0
AU565,Gemcitabine,Temozolomide,0
LS-180,SB216763,AZD4547,0
BT-474,OSI-027,Cisplatin,0
C2BBe1,Linsitinib,SCH772984,0
MIA-PaCa-2,Ruxolitinib,AZD7762,0
Hs-578-T,Olaparib,5-Fluorouracil,0
AsPC-1,Cisplatin,Navitoclax,0
YAPC,Olaparib,AZD7762,0
HDQ-P1,Bortezomib,Lapatinib,0
BT-483,MK-1775,Trametinib,0
LS-180,Vinorelbine,Crizotinib,0
HCC1419,Lapatinib,Sapitinib,0
CAL-51,Crizotinib,Venetoclax,0
BT-483,Crizotinib,RO-3306,0
SNU-1040,Afatinib,Olaparib,0
AU565,Axitinib,Bortezomib,0
HCC1428,Gemcitabine,Entinostat,0
YAPC,MK-1775,AZD7762,0
ZR-75-1,MK-2206,5-Fluorouracil,0
AU565,Taselisib,Crizotinib,0
BT-20,Linsitinib,AZD6482,0
T84,Navitoclax,AZD7762,0
HCC1569,Olaparib,ZM447439,0
LoVo,Trametinib,Sapitinib,0
HCC1428,OSI-027,Entinostat,0
HCC2157,Olaparib,Taselisib,0
HCC2157,Cisplatin,Afatinib,0
UACC-893,5-Fluorouracil,Gemcitabine,0
EVSA-T,Axitinib,Entinostat,0
CAL-85-1,Linsitinib,Venetoclax,0
MDA-MB-415,OSI-027,MK-2206,0
SK-CO-1,Camptothecin,AZD7762,0
MRK-nu-1,Sapitinib,KU-55933,0
DAN-G,OSI-027,Dactolisib,0
CAPAN-2,Linsitinib,Trametinib,0
CaR-1,MK-2206,Dabrafenib,0
C2BBe1,Navitoclax,SB216763,0
COLO-320-HSR,Oxaliplatin,Crizotinib,0
BT-474,Docetaxel,Bortezomib,0
PANC-04-03,Palbociclib,Trametinib,0
HCC1806,Bortezomib,BI-2536,0
MRK-nu-1,Docetaxel,Alisertib,0
MDA-MB-415,MK-1775,AZD6482,0
MDA-MB-453,AZD7762,Afatinib,0
COLO-320-HSR,Trametinib,BMS-754807,0
HCC1500,Lapatinib,Venetoclax,0
BT-20,Sapitinib,AZD6482,0
MDA-MB-157,Sapitinib,NU7441,0
HCC1428,Gemcitabine,Navitoclax,0
COLO-824,Palbociclib,BI-2536,0
HCC1806,Olaparib,Axitinib,0
RCM-1,Sapitinib,LGK974,0
MDA-MB-415,5-Fluorouracil,PF-4708671,0
SW1417,Afatinib,Crizotinib,0
MCF7,MK-2206,GSK269962A,0
EFM-19,Navitoclax,Taselisib,1
AU565,Cisplatin,Linsitinib,1
AsPC-1,Taselisib,Cisplatin,0
HCC2157,Olaparib,KU-55933,0
BT-20,Navitoclax,Linsitinib,0
COLO-824,Vorinostat,Afatinib,0
MDA-MB-157,Linsitinib,SCH772984,0
NCI-H508,Navitoclax,LGK974,0
SUIT-2,OSI-027,5-Fluorouracil,0
CAL-148,Temozolomide,Vorinostat,0
MDA-MB-453,Docetaxel,RO-3306,0
SW1417,SB216763,Oxaliplatin,0
PANC-04-03,Erlotinib,OSI-027,0
YAPC,Linsitinib,Galunisertib,0
HCC1428,Linsitinib,Bortezomib,0
BxPC-3,AZD7762,Dasatinib,0
CAL-51,MK-2206,Axitinib,0
CAL-148,Luminespib,Afatinib,0
HCC1954,Trametinib,5-Fluorouracil,0
C2BBe1,SB505124,Dabrafenib,1
CaR-1,MK-1775,Afatinib,0
CAL-85-1,Trametinib,OSI-027,0
SNU-C2B,Oxaliplatin,Taselisib,0
CAL-148,Linsitinib,Luminespib,0
MDA-MB-468,Trametinib,OSI-027,0
MDA-MB-157,Luminespib,Linsitinib,0
KP-3,Ruxolitinib,Sorafenib,0
MDA-MB-330,OSI-027,Taselisib,0
HCC1599,Luminespib,Cisplatin,0
SNU-1040,LGK974,Crizotinib,0
HT55,Oxaliplatin,Navitoclax,0
MDA-MB-361,Linsitinib,Gemcitabine,0
AU565,Docetaxel,AZD6482,0
PA-TU-8988T,OSI-027,Oxaliplatin,0
HCC70,Sapitinib,MK-2206,0
EFM-19,Cisplatin,Temozolomide,0
HuP-T3,Trametinib,Galunisertib,0
HCC2157,MK-1775,Palbociclib,0
RKO,BMS-754807,Linsitinib,0
HCC1428,Crizotinib,MK-2206,0
HCC1187,Docetaxel,PF-4708671,0
C2BBe1,Sapitinib,MK-1775,0
EFM-192A,Trametinib,Paclitaxel,0
HDQ-P1,Bortezomib,Nilotinib,0
PANC-08-13,Palbociclib,Navitoclax,0
CCK-81,Trametinib,Afatinib,0
MRK-nu-1,Palbociclib,Trametinib,0
MDA-MB-175-VII,OSI-027,5-Fluorouracil,0
MDA-MB-330,Temozolomide,Olaparib,0
EFM-192A,Trametinib,Pictilisib,0
CAL-85-1,MK-1775,Taselisib,0
